Attr 1,Attr 2
0.712076,0.753644
0.706322,0.718303
0.69473,0.721605
0.711913,0.767943
0.722719,0.708088
0.772762,0.781828
0.666696,0.747843
0.77098,0.735532
0.756405,0.801056
0.720217,0.772792
0.685154,0.666045
0.696613,0.686775
0.703248,0.767416
0.70001,0.732693
0.593185,0.928723
0.68681,0.726884
0.697508,0.739752
0.714345,0.737788
0.686815,0.722217
0.706019,0.710295
0.779049,0.713535
0.718234,0.694818
0.776823,0.757091
0.749326,0.758876
0.744527,0.679172
0.702701,0.758966
0.683296,0.653959
0.690547,0.775803
0.718404,0.748984
0.772761,0.741673
0.723118,0.6991
0.721517,0.792146
0.73346,0.812122
0.730283,0.770113
0.71032,0.712985
0.728811,0.657802
0.714504,0.737315
0.738497,0.714426
0.682985,0.748615
0.691964,0.77872
0.752354,0.760521
0.709109,0.761607
0.719011,0.865597
0.745203,0.736266
0.70501,0.70423
0.726108,0.748536
0.693113,0.685398
0.662044,0.716159
0.742475,0.976285
0.702748,0.807839
0.639287,1
0.695623,0.851813
0.701936,0.751104
0.709537,0.712192
0.695779,0.824465
0.669402,0.75105
0.703514,0.774404
0.672671,0.726135
0.706638,0.849833
0.744006,0.758818
0.668094,0.736762
0.688452,0.701358
0.707596,0.738585
0.722066,0.766692
0.688122,0.73764
0.707025,0.758557
0.687645,0.798661
0.676493,0.746065
0.683717,0.71062
0.644534,0.671728
0.654858,0.703782
0.629769,0.710916
0.742713,0.749272
0.741554,0.770525
0.820597,1
0.713998,0.721723
0.669357,0.667609
0.703252,0.717047
0.717359,0.703426
0.699352,0.724964
0.69328,0.693936
0.703082,0.740747
0.729489,0.702072
0.702054,0.762111
0.758273,0.755235
0.704514,0.714093
0.680777,0.673242
0.711895,0.711828
0.696182,0.728519
0.694007,0.743891
0.679296,0.764786
0.67356,0.739927
0.699232,0.780851
0.704793,0.725844
0.731885,0.74122
0.730141,0.745451
0.697138,0.712626
0.689376,0.766804
0.677891,0.699656
0.677507,0.801875
0.710996,0.693738
0.670003,0.713277
0.732079,0.803726
0.738899,0.744799
0.711934,0.760059
0.698401,0.717091
0.74662,0.80824
0.680592,0.713452
0.642479,0.695841
0.714099,0.744103
0.703399,0.759802
0.712429,0.77103
0.719814,0.750887
0.707892,0.772045
0.701841,0.735133
0.716655,0.757782
0.7193,0.73302
0.744899,0.725748
0.688097,0.782533
0.703331,0.706786
0.690492,0.712346
0.681493,0.718669
0.678803,0.716731
0.701408,0.713851
0.680831,0.741078
0.723316,0.918531
0.715445,0.838345
0.709282,0.802307
0.736237,0.834179
0.730753,0.741642
0.726183,0.765093
0.723532,0.827186
0.714568,0.769783
0.683813,0.747774
0.699807,0.788756
0.763967,0.802974
0.659129,0.76517
0.705175,0.772505
0.705528,0.816332
0.678399,0.732434
0.717845,0.766293
0.722577,0.723852
0.711194,0.71522
0.715107,0.743195
0.721038,0.781116
0.689476,0.815229
0.74031,0.767763
0.713181,0.738587
0.701573,0.754077
0.686863,0.716527
0.699742,0.797184
0.711828,0.795915
0.736187,0.751093
0.7248,0.730222
0.686929,0.704547
0.726563,0.704095
0.693467,0.743585
0.702196,0.721863
0.718783,0.759954
0.696988,0.730557
0.704836,0.798645
0.691864,0.736381
0.716589,0.696005
0.683439,0.783216
0.722112,0.776022
0.699852,0.768099
0.452592,1
0.708008,0.836441
0.650209,1
0.753799,0.845521
0.704397,0.743473
0.685782,0.802015
0.720051,0.704437
0.676106,0.742922
0.722614,0.769917
0.731503,1
0.673575,0.844187
0.704897,0.724831
0.706272,0.759535
0.676741,0.712606
0.683779,0.753003
0.697125,0.726345
0.698756,0.825882
0.664833,0.783078
0.684852,0.766827
0.684849,0.752227
0.730048,0.750083
0.734532,0.745554
0.702863,0.765483
0.683513,0.81671
0.713338,0.808531
0.695173,0.787303
0.738987,0.751435
0.693786,0.741867
0.671344,0.768951
0.686748,0.754582
0.719075,0.768123
0.720952,0.761688
0.697569,0.785753
0.716363,0.817956
0.699704,0.786865
0.683024,0.795251
0.70724,0.79708
0.716452,0.742941
0.729876,0.800234
0.686274,0.753535
0.708185,0.774414
0.708656,0.79578
0.671108,0.82342
0.709789,0.734404
0.687293,0.791251
0.696483,0.732797
0.708751,0.767137
0.688353,0.780456
0.677063,0.742649
0.727499,0.742713
0.714648,0.806389
0.713747,0.801656
0.707411,0.787039
0.693862,0.75407
0.675719,0.837673
0.667594,0.768384
0.716323,0.751496
0.719924,0.759405
0.71186,0.781304
0.675904,0.74675
0.6811,0.791869
0.710976,0.759953
0.698239,0.772662
0.681684,0.753135
0.734116,0.776187
0.703529,0.790329
0.695213,0.82391
0.725539,0.728696
0.71094,0.80628
0.701508,0.739646
0.697165,0.737564
0.701621,0.806911
0.727421,0.818869
0.714661,0.791592
0.6998,0.815593
0.706738,0.843247
0.695267,0.795541
0.70742,0.792283
0.714498,0.803765
0.685872,0.750121
0.661401,0.730158
0.692912,0.75875
0.69367,0.75164
0.706082,0.819083
0.730069,0.855125
0.702397,0.783884
0.709326,0.755677
0.701676,0.815844
0.732181,0.856779
0.689203,0.779492
0.687756,0.791342
0.68433,0.815865
0.679021,0.817827
0.6951,0.785252
0.717666,0.841347
0.694135,0.767759
0.725477,0.784464
0.700569,0.745398
0.706241,0.837537
0.700253,0.761394
0.6836,0.815336
0.666772,0.79867
0.738547,0.771044
0.69981,0.801375
0.730215,0.781131
0.693717,0.800712
0.743231,0.824361
0.681315,0.807675
0.710591,0.731628
0.694147,0.784436
0.731069,0.777419
0.676058,0.759522
0.740821,0.78734
0.695227,0.873891
0.651488,1
0.737512,0.758281
0.705484,0.729114
0.517638,0.231318
0.560995,0.225279
0.588091,0.307354
0.541911,0.20304
0.590374,0.311038
0.560407,0.245081
0.558163,0.219577
0.568538,0.2208
0.583826,0.2978
0.581902,0.33175
0.587553,0.327751
0.530893,0.252814
0.572859,0.246965
0.587138,0.306276
0.551714,0.224437
0.566814,0.274733
0.607723,0.368634
0.593676,0.313983
0.579099,0.367919
0.593336,0.357622
0.621382,0.346587
0.604772,0.308089
0.584252,0.314714
0.610402,0.359946
0.585064,0.352074
0.596884,0.326498
0.59919,0.293229
0.549698,0.245543
0.57462,0.311413
0.554226,0.206353
0.58179,0.307503
0.569748,0.251978
0.587191,0.336645
0.542927,0.256291
0.546304,0.263777
0.592931,0.364272
0.594457,0.261051
0.567213,0.309813
0.543583,0.28344
0.531685,0.252023
0.584358,0.328531
0.556777,0.264572
0.560638,0.258818
0.578566,0.327678
0.56642,0.307945
0.544889,0.30776
0.557604,0.301233
0.565795,0.295377
0.573191,0.302077
0.565422,0.29346
0.571234,0.334093
0.51253,0.21527
0.572551,0.32198
0.501771,0.266185
0.533736,0.299745
0.576216,0.370063
0.556192,0.345816
0.556233,0.355498
0.57252,0.371813
0.512055,0.304529
0.512186,0.300747
0.559188,0.360368
0.559351,0.339792
0.497607,0.271522
0.54618,0.30295
0.539042,0.331083
0.48199,0.277373
0.547209,0.371563
0.576041,0.218112
0.604962,0.199783
0.560349,0.194209
0.57403,0.252522
0.473174,0.296617
0.538551,0.301483
0.600166,0.220438
0.491999,0.278478
0.408671,0.395666
0.419027,0.210322
0.417456,0.308523
0.506511,0.351428
0.473382,0.378712
0.511804,0.300987
0.537064,0.217283
0.544889,0.211589
0.564185,0.232129
0.548876,0.229158
0.564507,0.22909
0.566181,0.242841
0.377666,0.343241
0.437847,0.232175
0.544954,0.203519
0.514857,0.275627
0.54919,0.186298
0.338522,0.433086
0.4106,0.271993
0.547402,0.258903
0.561579,0.231858
0.542151,0.201463
0.561519,0.208839
0.543211,0.193467
0.586822,0.205129
0.550551,0.223615
0.569937,0.254739
0.530369,0.231377
0.564592,0.219589
0.56288,0.250145
0.297381,0.403669
0.374858,0.265037
0.485885,0.169214
0.335035,0.403719
0.34484,0.276285
0.368356,0.467415
0.459715,0.338032
0.502137,0.2078
0.535623,0.205923
0.550785,0.231283
0.351184,0.288255
0.442297,0.234687
0.55509,0.213227
0.517953,0.261756
0.485582,0.269484
0.438641,0.175747
0.325185,0.429506
0.472933,0.272612
0.542225,0.225983
0.498887,0.247567
0.555837,0.232302
0.532835,0.183951
0.555666,0.219682
0.558554,0.198211
0.571107,0.24163
0.549621,0.204716
0.543947,0.229995
0.547322,0.218645
0.583264,0.236535
0.579384,0.226789
0.565108,0.221032
0.566895,0.214161
0.545595,0.224044
0.55883,0.211754
0.52975,0.201123
0.53823,0.170855
0.548245,0.230733
0.516548,0.158257
0.533918,0.192405
0.530167,0.185449
0.554158,0.221257
0.541237,0.197284
0.541215,0.223442
0.563721,0.216216
0.552013,0.203272
0.563105,0.181011
0.539734,0.212707
0.57851,0.240125
0.548131,0.274175
0.490301,0.208728
0.49857,0.186261
0.477779,0.208121
0.516005,0.206322
0.39716,0.328426
0.483226,0.293841
0.414083,0.386949
0.514054,0.26528
0.514944,0.148112
0.646715,0.29649
0.603784,0.337335
0.600562,0.316828
0.624246,0.309215
0.580253,0.322303
0.608543,0.376141
0.576749,0.270611
0.632821,0.326891
0.605816,0.2947
0.634828,0.329431
0.597743,0.256257
0.618066,0.303992
0.608741,0.291858
0.401813,0.517542
0.460484,0.385896
0.566151,0.260385
0.465601,0.36352
0.54875,0.289954
0.336229,0.510159
0.445027,0.391547
0.579542,0.291168
0.568326,0.301889
0.582902,0.296716
0.613244,0.278316
0.601198,0.264634
0.551941,0.327961
0.580539,0.335852
0.597353,0.344426
0.584805,0.291261
0.625709,0.302244
0.601526,0.253277
0.613452,0.279186
0.631901,0.290284
0.603145,0.27715
0.438863,0.454443
0.49125,0.281856
0.581405,0.319104
0.520538,0.358089
0.568322,0.359168
0.479891,0.519024
0.511648,0.402738
0.602247,0.323671
0.602972,0.263057
0.622266,0.269712
0.596367,0.2839
0.606872,0.305834
0.635317,0.329446
0.628588,0.30412
0.618723,0.309681
0.586689,0.30541
0.6232,0.310505
0.586097,0.321892
0.580291,0.315614
0.619944,0.271644
0.544868,0.376998
0.560553,0.303827
0.602812,0.27225
0.587342,0.257324
0.494587,0.337644
0.583377,0.313871
0.597646,0.268542
0.585323,0.29304
0.612139,0.29079
0.412104,0.418177
0.54961,0.312834
0.605547,0.279367
0.574066,0.261978
0.605981,0.274197
0.5409,0.264788
0.538916,0.185045
0.589215,0.258256
0.588153,0.286578
0.528633,0.292324
0.539782,0.312675
0.574307,0.257778
0.609455,0.26888
0.583048,0.236176
0.592757,0.231233
0.601929,0.240907
0.591944,0.24619
0.610855,0.249911
0.600824,0.278115
0.608013,0.266228
0.581367,0.222448
0.596554,0.255913
0.588423,0.250242
0.60164,0.238537
0.588236,0.256269
0.457571,0.171362
0.401018,0.428646
0.423113,0.492215
0.443386,0.56405
0.573581,0.320097
0.468682,0.293543
0.589292,0.205029
0.585393,0.218056
0.592601,0.19658
0.617558,0.153892
0.604665,0.223211
0.618047,0.157355
0.604097,0.17397
0.636728,0.253265
0.475496,0.205095
0.659477,0.285422
0.535439,0.254921
0.456434,0.539054
0.48415,0.282945
0.578915,0.23316
0.529443,0.323203
0.612288,0.20957
0.636627,0.246058
0.621884,0.254834
0.586155,0.202212
0.507779,0.221387
0.545919,0.217368
0.429088,0.377662
0.515075,0.244076
0.587349,0.260309
0.595572,0.223811
0.600642,0.215163
0.583812,0.237633
0.563719,0.239359
0.633569,0.212964
0.588948,0.23413
0.572341,0.295831
0.630903,0.259938
0.616036,0.223532
0.604576,0.234913
0.583214,0.200609
0.574355,0.235293
0.589618,0.205989
0.554399,0.15598
0.564972,0.228574
0.568731,0.193132
0.577691,0.217302
0.586515,0.195911
0.537967,0.257982
0.589918,0.175016
0.587416,0.24395
0.559051,0.207047
0.386191,0.378101
0.433146,0.504858
0.505511,0.258578
0.532167,0.219565
0.524059,0.194802
0.511398,0.27626
0.597234,0.216361
0.557782,0.150462
0.557002,0.200291
0.582788,0.231848
0.52921,0.147455
0.567106,0.207754
0.539997,0.190492
0.546117,0.175442
0.524539,0.214669
0.512051,0.145534
0.537227,0.170751
0.553049,0.191634
0.541914,0.226053
0.483504,0.202236
0.505065,0.233462
0.500541,0.314034
0.495698,0.268326
0.470675,0.19413
0.53997,0.256401
0.563068,0.235631
0.540382,0.222629
0.536134,0.19284
0.604722,0.258968
0.593249,0.251244
0.563526,0.212791
0.588551,0.281476
0.584851,0.288168
0.587146,0.250653
0.584088,0.28572
0.549257,0.203993
0.583582,0.283262
0.566958,0.247236
0.603886,0.226438
0.596545,0.234629
0.558621,0.254799
0.610848,0.270505
0.603044,0.287265
0.577935,0.255357
0.565652,0.224981
0.607845,0.271447
0.596905,0.267572
0.586571,0.212665
0.560473,0.203214
0.578601,0.239265
0.602997,0.291612
0.547946,0.250044
0.507345,0.214522
0.541442,0.247355
0.54123,0.321901
0.520893,0.301481
0.572095,0.292291
0.56913,0.201773
0.619454,0.284283
0.571622,0.267412
0.606012,0.283488
0.583984,0.191336
0.663387,0.234175
0.620115,0.310066
0.594871,0.176127
0.600549,0.248134
0.581778,0.224581
0.594712,0.245606
0.540542,0.17556
0.554709,0.234505
0.604046,0.282011
0.564436,0.192432
0.553652,0.177813
0.534411,0.224286
0.495512,0.131376
0.671963,0.539448
0.47449,0.445784
0.67621,0.430978
0.619808,0.480571
0.605747,0.535794
0.641701,0.526726
0.65658,0.494987
0.662891,0.504759
0.617821,0.465256
0.646333,0.487485
0.600268,0.418096
0.647891,0.449536
0.616169,0.445858
0.69555,0.515356
0.674121,0.520468
0.64411,0.487066
0.616435,0.428273
0.671123,0.486033
0.597605,0.444542
0.636975,0.422046
0.608658,0.384793
0.585483,0.380286
0.594973,0.393581
0.637616,0.417835
0.609036,0.435403
0.658584,0.514232
0.595903,0.416277
0.656368,0.43552
0.669653,0.441012
0.659003,0.434416
0.612928,0.402249
0.658318,0.46329
0.668347,0.473414
0.638071,0.43781
0.626864,0.435196
0.617639,0.410714
0.637908,0.453486
0.601669,0.436814
0.637842,0.461148
0.59972,0.334789
0.615843,0.443958
0.662171,0.47156
0.651072,0.467936
0.611266,0.405464
0.615584,0.44466
0.588972,0.381327
0.62195,0.424574
0.617665,0.435761
0.603426,0.457769
0.575898,0.446789
0.678534,0.519489
0.611218,0.438856
0.607007,0.421455
0.650302,0.461627
0.646784,0.467589
0.640765,0.487432
0.621211,0.428903
0.564332,0.363454
0.578277,0.421989
0.587618,0.360326
0.605241,0.439099
0.60981,0.455257
0.522165,0.370306
0.594416,0.442569
0.62736,0.466246
0.664818,0.501289
0.66876,0.508098
0.646539,0.511855
0.660285,0.519671
0.655106,0.485302
0.614871,0.422271
0.594488,0.446285
0.60014,0.414014
0.655647,0.501058
0.67597,0.56168
0.703985,0.540053
0.649387,0.518398
0.679788,0.551269
0.647743,0.454425
0.637312,0.488037
0.616799,0.456048
0.582084,0.372864
0.616115,0.484959
0.605583,0.443607
0.612309,0.47323
0.62299,0.493308
0.607454,0.444804
0.568527,0.401839
0.522731,0.360822
0.580876,0.368453
0.584039,0.481425
0.652324,0.471032
0.584302,0.462265
0.662601,0.498511
0.628266,0.501342
0.54764,0.410441
0.637492,0.449081
0.571332,0.419886
0.580139,0.406423
0.624356,0.572504
0.611004,0.444868
0.633118,0.486431
0.605793,0.466824
0.597866,0.444636
0.677582,0.531296
0.654359,0.531107
0.618874,0.424894
0.369801,0.249396
0.594868,0.512277
0.617565,0.483166
0.623026,0.456847
0.611297,0.441106
0.601098,0.409458
0.617272,0.439441
0.62568,0.475271
0.637506,0.461937
0.659526,0.461952
0.618962,0.43983
0.674359,0.497924
0.658136,0.476493
0.642945,0.48186
0.659125,0.477945
0.618151,0.444282
0.617025,0.456753
0.641718,0.538904
0.636372,0.469763
0.609056,0.412265
0.621806,0.457884
0.617725,0.445975
0.65085,0.502736
0.620095,0.450867
0.6232,0.473755
0.644167,0.506826
0.649924,0.494749
0.665335,0.533789
0.67071,0.547307
0.645609,0.504313
0.662221,0.501463
0.649362,0.442381
0.633904,0.465181
0.641651,0.48856
0.648691,0.445238
0.626191,0.397531
0.54144,0.203127
0.627735,0.383321
0.657397,0.397374
0.70363,0.502072
0.66092,0.486633
0.683604,0.513339
0.697819,0.503369
0.591749,0.434775
0.527184,0.494906
0.592728,0.467364
0.557293,0.455374
0.611023,0.525522
0.516035,0.543285
0.531985,0.363884
0.609556,0.448308
0.640658,0.489823
0.636671,0.457884
0.659428,0.486794
0.648299,0.511475
0.602246,0.548783
0.678019,0.587564
0.644144,0.637149
0.646437,0.538576
0.603726,0.536755
0.637647,0.549241
0.612152,0.530989
0.62677,0.496765
0.69642,0.516323
0.636539,0.518714
0.617092,0.482064
0.683204,0.541967
0.616451,0.478885
0.639471,0.550286
0.601453,0.478218
0.572083,0.463966
0.586194,0.49568
0.60387,0.494895
0.516202,0.573246
0.603092,0.513984
0.560419,0.559988
0.654564,0.524223
0.62782,0.529082
0.671005,0.556629
0.690814,0.539334
0.625733,0.509752
0.567256,0.462559
0.682123,0.506358
0.657942,0.542458
0.648319,0.525199
0.639891,0.506468
0.631184,0.501323
0.62469,0.495601
0.6364,0.50525
0.690808,0.568122
0.677868,0.582213
0.716765,0.547686
0.640121,0.495721
0.598196,0.515228
0.601253,0.483811
0.657094,0.520291
0.676552,0.541092
0.648593,0.48825
0.647091,0.515582
0.655396,0.528767
0.629667,0.522548
0.626764,0.437497
0.664785,0.526446
0.736329,0.574554
0.760326,0.611924
0.744867,0.579324
0.741121,0.598954
0.652753,0.605162
0.686623,0.611223
0.66311,0.596115
0.667524,0.601991
0.659426,0.621511
0.568741,0.520666
0.711576,0.64598
0.628078,0.562348
0.693121,0.603152
0.662693,0.550434
0.680488,0.597807
0.693026,0.653108
0.655197,0.623001
0.542351,0.751383
0.515915,0.649094
0.66385,0.538765
0.687706,0.579379
0.628733,0.573209
0.588292,0.558496
0.602815,0.532222
0.584312,0.573563
0.618881,0.602869
0.595345,0.538664
0.594409,0.553405
0.574169,0.510445
0.602835,0.540247
0.589299,0.55871
0.616358,0.533472
0.642316,0.537602
0.591926,0.588341
0.542852,0.563762
0.58585,0.556627
0.61797,0.564455
0.604956,0.581905
0.585477,0.523278
0.575199,0.584074
0.568201,0.559657
0.604597,0.571936
0.59556,0.607221
0.60369,0.57371
0.569937,0.523883
0.551095,0.560838
0.565389,0.551577
0.584545,0.559142
0.64467,0.587972
0.602066,0.564423
0.575128,0.533338
0.55899,0.550964
0.601315,0.554819
0.570839,0.535479
0.569169,0.571297
0.587274,0.503924
0.557687,0.520574
0.536363,0.486024
0.593611,0.545162
0.55023,0.565713
0.559566,0.54486
0.569359,0.513064
0.614122,0.528872
0.624944,0.555607
0.607558,0.543227
0.561457,0.520876
0.578653,0.514931
0.537812,0.5187
0.561095,0.559203
0.593723,0.539042
0.666538,1
0.616253,0.544883
0.640827,0.54205
0.555926,0.506866
0.54753,0.507024
0.553623,0.485331
0.561477,0.505367
0.557036,0.496632
0.568647,0.51823
0.553687,0.531412
0.554628,0.521937
0.534272,0.481794
0.576927,0.509907
0.617011,0.542457
0.489367,0.542111
0.5693,0.529891
0.498388,0.481403
0.620263,0.502463
0.616686,0.57278
0.534185,0.545484
0.573668,0.504726
0.578793,0.495395
0.554081,0.486044
0.584038,0.488981
0.576144,0.480349
0.536071,0.509629
0.539375,0.498816
0.514676,0.471087
0.530641,0.526359
0.529896,0.49179
0.578559,0.510131
0.592628,0.541122
0.559493,0.528563
0.572295,0.522572
0.591717,0.512507
0.571948,0.504208
0.523303,0.545952
0.556139,0.533738
0.543647,0.525313
0.482346,0.48026
0.621749,0.571434
0.562539,0.518888
0.562129,0.515823
0.572733,0.507498
0.604745,0.518432
0.607678,0.529551
0.54301,0.512463
0.625038,0.549446
0.599769,0.629726
0.571375,0.585514
0.601144,0.599592
0.570124,0.543992
0.589747,0.525302
0.528921,0.51468
0.622118,0.457226
0.591777,0.512596
0.535544,0.506072
0.55613,0.525551
0.539123,0.479723
0.586283,0.552899
0.530717,0.570631
0.583217,0.587201
0.530382,0.542827
0.546869,0.502892
0.586146,0.496422
0.552644,0.499783
0.477838,0.430404
0.509659,0.452571
