Attr 1,Attr 2
0.531907,0.466629
0.543233,0.442446
0.54507,0.488707
0.547105,0.464467
0.547099,0.509142
0.577489,0.518161
0.594271,0.499659
0.567548,0.505304
0.550793,0.51167
0.57625,0.539542
0.504165,0.479428
0.587511,0.50853
0.575576,0.471284
0.630983,0.561238
0.515454,0.364643
0.492413,0.308144
0.526119,0.28947
0.488633,0.395939
0.550681,0.360287
0.571054,0.362774
0.543528,0.40413
0.560958,0.422703
0.599337,0.432693
0.603233,0.436692
0.365879,0.605571
0.531515,0.49309
0.556186,0.520649
0.56553,0.458473
0.504557,0.394346
0.489845,0.368705
0.516549,0.400437
0.498404,0.415328
0.514649,0.451698
0.489851,0.424758
0.44842,0.404189
0.478992,0.405397
0.558309,0.463177
0.487992,0.444195
0.542692,0.417494
0.497651,0.437743
0.516077,0.413896
0.456638,0.370955
0.540112,0.415675
0.516073,0.420678
0.521339,0.428231
0.516099,0.456543
0.517531,0.425281
0.486057,0.425642
0.498704,0.409228
0.509702,0.398418
0.489189,0.37829
0.533835,0.368624
0.524823,0.377885
0.489597,0.363144
0.491722,0.370973
0.478572,0.321619
0.499739,0.37108
0.498244,0.34146
0.460071,0.323181
0.493255,0.395389
0.483128,0.343338
0.503087,0.367328
0.483543,0.339594
0.47999,0.347681
0.445736,0.354079
0.413214,0.321619
0.473341,0.361836
0.464641,0.330764
0.510297,0.354195
0.494411,0.355914
0.455787,0.335608
0.46376,0.33262
0.553081,0.365317
0.489594,0.362588
0.486681,0.350468
0.488575,0.35764
0.477989,0.363804
0.495526,0.369303
0.498456,0.366915
0.519875,0.381414
0.505606,0.40317
0.538216,0.421995
0.576904,0.391959
0.522103,0.390466
0.484174,0.417994
0.508551,0.425366
0.501438,0.377607
0.501945,0.404666
0.526566,0.392713
0.523998,0.429596
0.521591,0.419586
0.498047,0.399091
0.520006,0.390936
0.513712,0.401502
0.542575,0.426265
0.497435,0.390153
0.53083,0.424989
0.567386,0.402621
0.541474,0.387211
0.512857,0.36773
0.507517,0.412125
0.521349,0.356015
0.489764,0.368071
0.517094,0.391157
0.514061,0.416147
0.510165,0.418719
0.523722,0.42707
0.499065,0.424136
0.53503,0.448932
0.463748,0.602077
0.451293,0.365966
0.441683,0.353084
0.505054,0.4142
0.448681,0.341986
0.5225,0.412375
0.491298,0.409527
0.474935,0.401999
0.567609,0.439513
0.472405,0.33702
0.444584,0.299137
0.466543,0.370752
0.547279,0.393481
0.527838,0.396203
0.554998,0.461418
0.54857,0.431572
0.523096,0.424112
0.496047,0.400972
0.528085,0.42613
0.503682,0.432712
0.547398,0.394602
0.539143,0.382813
0.546084,0.37042
0.505762,0.35787
0.487436,0.353079
0.49239,0.34607
0.475954,0.373935
0.511377,0.363988
0.498373,0.345868
0.49938,0.329281
0.475085,0.317006
0.49775,0.340638
0.528378,0.371392
0.520126,0.379714
0.522893,0.373922
0.59866,0.416478
0.559278,0.358815
0.590817,0.374165
0.561388,0.381846
0.533735,0.362705
0.539516,0.379059
0.574518,0.383472
0.533271,0.354129
0.510655,0.405314
0.515095,0.379955
0.559313,0.400492
0.538277,0.401786
0.511183,0.40957
0.538612,0.376275
0.514142,0.399242
0.518993,0.376689
0.532632,0.394786
0.473008,0.416029
0.428529,0.365516
0.509496,0.40661
0.506244,0.41584
0.463643,0.366941
0.455924,0.38258
0.520938,0.41396
0.470757,0.391458
0.476303,0.375253
0.465981,0.372732
0.466358,0.336238
0.56648,0.4354
0.463746,0.370896
0.475599,0.401119
0.504058,0.388303
0.470538,0.360069
0.488413,0.363973
0.513115,0.355116
0.525759,0.413508
0.454737,0.362447
0.519875,0.352037
0.460105,0.344119
0.505436,0.364005
0.537748,0.380954
0.494453,0.333694
0.52077,0.364719
0.451662,0.331201
0.499051,0.342002
0.464092,0.352135
0.50063,0.361726
0.521373,0.366175
0.545821,0.409652
0.444612,0.330616
0.528612,0.395811
0.547126,0.405789
0.482229,0.372363
0.477257,0.350612
0.488404,0.374925
0.537454,0.392066
0.492248,0.375967
0.519976,0.36884
0.530837,0.40532
0.520243,0.375719
0.5387,0.385318
0.541781,0.375743
0.497397,0.389333
0.486126,0.334953
0.5624,0.374306
0.589617,0.377707
0.548569,0.396066
0.474456,0.396952
0.569133,0.386793
0.49185,0.382019
0.489719,0.367266
0.503476,0.362769
0.518483,0.389366
0.533594,0.365328
0.516205,0.346972
0.495081,0.33465
0.515664,0.34742
0.537132,0.378721
0.559115,0.403181
0.527937,0.368613
0.444632,0.362315
0.481274,0.391909
0.507345,0.325813
0.549431,0.385937
0.486951,0.34722
0.507988,0.363507
0.549051,0.357494
0.511572,0.371718
0.505948,0.376607
0.534741,0.379697
0.54679,0.39002
0.520039,0.382445
0.522114,0.392167
1,0.321464
0.578883,0.392609
0.54356,0.382044
0.586207,0.401704
0.572334,0.365548
0.600431,0.391426
0.559301,0.400404
0.565894,0.397771
0.596435,0.398128
1,0.370695
0.515973,0.337483
0.467697,0.403114
0.540487,0.412859
0.584221,0.385385
0.613728,0.388632
0.556083,0.361662
0.484028,0.391551
1,0.51498
1,0.501091
0.520064,0.40997
0.523168,0.457645
0.548838,0.432077
0.463815,0.405247
0.501797,0.410549
0.458039,0.425514
0.550232,0.476095
0.484396,0.391434
0.502459,0.438543
0.516748,0.430765
0.509393,0.431374
0.507992,0.390312
0.515858,0.429042
1,0.291508
0.521995,0.401377
0.576622,0.455746
0.563951,0.395701
0.524618,0.378876
0.508173,0.377209
0.535477,0.39059
0.483537,0.377421
0.538853,0.388047
0.539,0.42659
0.565876,0.379938
0.532863,0.411316
0.54309,0.408772
0.550646,0.44571
0.562593,0.420355
0.506783,0.363699
0.513215,0.359012
0.515964,0.394817
0.509488,0.363281
0.550164,0.416847
0.519286,0.388051
0.555716,0.373185
0.575707,0.425183
0.565468,0.37044
0.526597,0.379683
0.523277,0.346546
0.555841,0.370986
0.516369,0.372961
0.543434,0.398664
0.53183,0.36807
0.531159,0.37017
0.582062,0.389707
0.530062,0.369539
0.573608,0.360679
0.554791,0.360329
0.568727,0.360565
0.508494,0.354122
0.549525,0.391724
0.560087,0.375721
0.591149,0.388042
0.565708,0.389626
0.610946,0.378194
0.5365,0.362971
0.515398,0.377719
0.518546,0.355617
0.556145,0.397774
0.496965,0.340804
0.579168,0.383601
0.47714,0.371372
0.468358,0.331898
0.512987,0.376788
0.525099,0.368027
0.456067,0.334037
0.882731,0.454771
0.571436,0.353586
0.486475,0.375729
0.487916,0.389506
0.500996,0.350349
0.490742,0.373929
0.508283,0.31851
0.528512,0.391304
0.502923,0.39445
0.525505,0.386151
0.509131,0.378972
0.506908,0.395125
0.518935,0.384472
0.518815,0.395027
0.556025,0.386052
0.47304,0.358588
0.512868,0.372889
0.452879,0.332426
0.508247,0.381051
0.52215,0.331536
0.459976,0.316265
0.504455,0.34535
0.495135,0.373001
0.532939,0.361189
0.498566,0.345996
0.49453,0.39862
0.482426,0.382111
0.501797,0.369951
0.491191,0.375233
0.500064,0.3672
0.469638,0.350439
0.56588,0.378459
0.499665,0.390194
0.433956,0.322173
0.462678,0.331087
0.556416,0.382189
0.501007,0.379318
0.472821,0.359194
0.539126,0.383468
0.516809,0.383741
0.473182,0.338253
0.496677,0.361855
0.512678,0.395499
0.521678,0.425086
0.528857,0.362349
0.508748,0.401001
0.567492,0.38702
0.528644,0.400059
0.456637,0.362195
0.474798,0.375152
0.540436,0.37789
0.590719,0.445737
0.556269,0.415975
0.526843,0.379249
0.485572,0.393221
0.503706,0.408631
0.505702,0.357033
0.541489,0.385586
0.516442,0.403327
0.528063,0.429368
0.526436,0.412071
0.503505,0.38834
0.515641,0.427608
0.550855,0.412249
0.522969,0.377625
0.53342,0.403216
0.48943,0.381812
0.532759,0.419694
0.518668,0.438081
0.523108,0.418609
0.508126,0.398791
0.581256,0.446606
0.511465,0.387844
0.539114,0.437262
0.507561,0.402902
0.569125,0.430033
0.49185,0.42445
0.525262,0.426867
0.545915,0.435057
0.540574,0.424939
0.518493,0.414551
0.525916,0.45594
0.50568,0.456867
0.500722,0.437566
0.516645,0.446602
0.561073,0.447878
0.541743,0.401028
0.455217,0.354128
0.537585,0.382981
0.516877,0.41724
0.488085,0.406623
0.457869,0.377544
0.524519,0.404463
0.529323,0.398649
0.515687,0.389837
0.498112,0.404876
0.494508,0.380412
0.516988,0.403138
0.511775,0.384818
0.505373,0.404497
0.511765,0.442364
0.481657,0.385386
0.536267,0.381817
0.555082,0.428387
0.512911,0.405255
0.510319,0.383559
0.508322,0.428901
0.54635,0.407288
0.519906,0.394632
0.480909,0.368044
0.502317,0.382283
0.507468,0.361077
0.502045,0.387142
0.513943,0.389012
0.459167,0.349158
0.549546,0.400893
0.474144,0.375905
0.529854,0.417151
0.502692,0.404167
0.483066,0.364855
0.547524,0.529235
0.560787,0.425982
0.473921,0.712424
0.504739,0.354357
0.440648,0.452038
0.484478,0.427227
0.521628,0.351889
0.487701,0.374849
0.506206,0.360318
0.48585,0.36028
0.39899,0.342412
0.526011,0.411947
0.456553,0.349176
0.530053,0.419548
0.481802,0.372151
0.496337,0.399534
0.483283,0.358314
0.504915,0.420319
0.502698,0.37634
0.478988,0.397369
0.532937,0.398752
0.63741,0.45063
0.543772,0.486606
0.559739,0.530821
0.521893,0.48668
0.437924,0.622478
0.573195,0.467775
0.679842,0.536728
0.556466,0.382421
0.584922,0.411285
0.584406,0.409048
0.637391,0.42753
0.647337,0.367279
0.718395,0.427018
0.654318,0.380137
0.640607,0.347174
0.681999,0.54445
0.563157,0.374818
0.571266,0.356694
0.633147,0.424989
0.514235,0.6465
0.508228,0.439743
0.598274,0.490959
0.578448,0.44241
0.569418,0.442055
0.581511,0.470742
0.580035,0.360845
0.608659,0.349302
0.613436,0.394772
0.560642,0.408279
0.570848,0.425864
0.576253,0.471512
0.504089,0.408656
0.507697,0.407132
0.537849,0.432854
0.543793,0.413589
0.541149,0.382937
0.619889,0.407621
0.588146,0.368938
0.577182,0.438546
0.628643,0.472153
0.636557,0.464844
0.577874,0.381793
0.594921,0.429214
0.509512,0.458327
0.557171,0.430628
0.573499,0.475451
0.558736,0.440865
0.559855,0.380707
0.568531,0.400844
0.586232,0.461848
0.584697,0.471482
0.541391,0.386991
0.610666,0.44519
0.568156,0.469777
0.566441,0.416921
0.59707,0.404541
0.610656,0.388035
0.582601,0.46532
0.581806,0.400147
0.576147,0.344417
0.569271,0.36936
0.640964,0.431624
0.619126,0.407474
0.632316,0.392703
0.583839,0.401771
0.611805,0.387361
0.570316,0.41628
0.570561,0.419731
0.531851,0.425145
0.560815,0.384961
0.548419,0.42047
0.52904,0.472237
0.503479,0.476134
0.547963,0.420577
0.569079,0.444753
0.553978,0.480455
0.529347,0.409336
0.52088,0.393328
0.592162,0.488706
0.548555,0.492616
0.522902,0.427089
0.523409,0.403302
0.580146,0.434565
0.554709,0.447808
0.558638,0.404601
0.560857,0.395922
0.550752,0.438829
0.593485,0.565501
0.646708,0.510819
0.491766,0.514227
0.62943,0.461153
0.667258,0.431763
0.624742,0.455656
0.646878,0.501906
0.681222,0.512342
0.715344,0.521487
0.6802,0.486072
0.664358,0.477812
0.678957,0.503729
0.65483,0.526693
0.643671,0.439131
0.655297,0.481198
0.630312,0.458152
0.667301,0.456439
0.616241,0.460336
0.673298,0.509313
0.692985,0.434649
0.652975,0.536603
0.662056,0.485866
0.624245,0.441221
0.596339,0.464873
0.639457,0.490883
0.59214,0.459602
0.586664,0.444529
0.52045,0.432782
0.574834,0.482833
0.605371,0.480973
0.654585,0.500533
0.591238,0.535639
0.656407,0.481968
0.653579,0.481898
0.640133,0.473189
0.612278,0.486922
0.636921,0.45652
0.612555,0.432408
0.607044,0.440079
0.673954,0.458361
0.613575,0.487425
0.593022,0.469791
0.60476,0.418208
0.620172,0.49337
0.608864,0.447115
0.572268,0.482696
0.583605,0.521693
0.61506,0.468386
0.587945,0.469407
0.568676,0.481228
0.581914,0.484624
0.529287,0.448096
0.616,0.481931
0.520348,0.50239
0.581615,0.543175
0.598019,0.500316
0.539581,0.476614
0.562937,0.433335
0.600096,0.450197
0.629935,0.492284
0.538788,0.405418
0.547922,0.460485
0.561446,0.475176
0.603086,0.477019
0.586362,0.512727
0.597758,0.47363
0.599496,0.499972
0.55951,0.497126
0.56998,0.483745
0.59032,0.471827
0.608265,0.486703
0.567759,0.421007
0.514144,0.382873
0.573046,0.432412
0.570886,0.427833
0.621507,0.493607
0.570167,0.452799
0.552067,0.474632
0.477917,0.520856
0.234363,0.351128
0.563123,0.487498
0.554752,0.467292
0.541961,0.466699
0.581317,0.485483
0.545822,0.455759
0.592525,0.501878
0.542374,0.433038
0.544354,0.452218
0.545573,0.452055
0.544035,0.430485
0.589674,0.445167
0.521608,0.499227
0.507531,0.510022
0.549399,0.47199
0.556736,0.495551
0.541112,0.459118
0.571064,0.489992
0.56327,0.429859
0.564651,0.485963
0.425153,0.335758
0.634982,0.594232
0.582882,0.488856
0.549154,0.520559
0.496704,0.450529
0.470243,0.459138
0.505256,0.443955
0.503549,0.459579
0.503537,0.426126
0.536535,0.471869
0.496029,0.462577
0.487767,0.457497
0.490396,0.432748
0.475271,0.438048
0.569921,0.490497
0.533917,0.453601
0.543501,0.417636
0.521013,0.481425
0.508327,0.451045
0.531529,0.439786
0.538935,0.445369
0.53175,0.443298
0.504192,0.440059
0.568726,0.454326
0.541198,0.428482
0.596026,0.483369
0.580227,0.409224
0.576447,0.440893
0.57465,0.416732
0.560716,0.496359
0.541859,0.445379
0.592532,0.491295
0.623675,0.518413
0.533268,0.442748
0.518911,0.384703
0.574648,0.497545
0.569932,0.464802
0.582186,0.448989
0.515619,0.449796
0.610766,0.331751
0.536455,0.27019
0.599965,0.375921
0.62292,0.350533
0.635565,0.40069
0.598079,0.312006
0.632752,0.392977
0.602655,0.318846
0.597398,0.35614
0.596716,0.368826
0.585432,0.367276
0.5991,0.339946
0.572448,0.350501
0.610503,0.404552
0.615291,0.405424
0.697524,0.402266
0.620773,0.31932
0.621265,0.327262
0.685918,0.358894
0.606815,0.30778
0.595386,0.340889
0.626608,0.365853
0.586657,0.360885
0.556624,0.303754
0.557871,0.328507
0.516169,0.184722
0.543956,0.214279
0.501225,0.383798
0.601815,0.337542
0.597468,0.351975
0.500716,0.267555
0.533554,0.345851
0.475787,0.390498
0.473868,0.408992
0.538066,0.477875
0.507498,0.486455
0.481162,0.434401
0.503398,0.47505
0.482943,0.451311
0.423539,0.380929
0.535665,0.466242
0.437804,0.362904
0.478827,0.419682
0.412502,0.417543
0.485589,0.465212
0.426068,0.430994
0.484467,0.457998
0.428894,0.413863
0.465632,0.488352
0.468792,0.520434
0.431901,0.488208
0.296713,0.517818
0.408196,0.467625
0.470956,0.524076
0.404401,0.448097
0.490929,0.466355
0.412418,0.468639
0.47903,0.479952
0.456697,0.422587
0.473362,0.397631
0.408404,0.388593
0.433677,0.387804
0.469623,0.410649
0.497055,0.4261
0.48115,0.40054
0.485749,0.422383
0.372387,0.395958
0.365372,0.426532
0.494125,0.512753
0.429215,0.449008
0.398975,0.478851
0.45485,0.527469
0.49396,0.524546
0.392627,0.485333
0.368594,0.424613
0.427815,0.416678
0.417078,0.344645
0.392199,0.279235
0.415104,0.34012
0.44794,0.375873
0.467227,0.354955
0.353372,0.347096
0.40015,0.351718
0.382381,0.341182
0.382705,0.320602
0.378015,0.349203
0.442815,0.372041
0.456532,0.409384
0.32818,0.428967
0.447208,0.380718
0.411677,0.500991
0.413823,0.406742
0.467142,0.48796
0.471899,0.46523
0.467031,0.427591
0.45833,0.424433
0.452335,0.437418
0.452065,0.397181
0.464962,0.425621
0.500399,0.471001
0.483602,0.418433
0.466828,0.42287
0.525117,0.420841
0.517935,0.440846
0.472258,0.40346
0.461483,0.408698
0.489867,0.40558
0.483413,0.415117
0.485704,0.443938
0.47086,0.439244
0.477232,0.447621
0.478333,0.419161
0.479498,0.416185
0.448436,0.433886
0.484315,0.404726
0.447781,0.39002
0.501797,0.428373
0.423747,0.411537
0.47171,0.402259
0.441501,0.427971
0.470099,0.45932
0.479552,0.450183
0.495135,0.40817
0.487554,0.430748
0.369348,0.432085
0.433269,0.451104
0.423052,0.446216
0.364706,0.460512
0.376375,0.390979
0.404231,0.44806
0.383666,0.467493
0.438109,0.434452
0.379631,0.426179
0.411808,0.388553
0.439049,0.427982
0.436579,0.436117
0.393445,0.422897
0.442523,0.362822
0.439692,0.394517
0.444891,0.347211
0.38221,0.299742
0.449742,0.302203
0.502802,0.345607
0.483389,0.329126
0.494845,0.392925
0.531344,0.392719
0.5448,0.354371
0.560903,0.391871
0.493764,0.356902
0.458875,0.35089
0.54262,0.369177
0.487854,0.332127
0.423199,0.322601
0.412253,0.309769
0.459129,0.33155
0.442606,0.342041
0.441722,0.308924
0.448853,0.33803
0.45181,0.35575
0.474573,0.345413
0.44112,0.306412
0.437794,0.337534
0.472386,0.333926
0.457786,0.290434
0.452415,0.350151
0.460594,0.323091
0.439811,0.325976
0.461439,0.321388
0.495466,0.359099
0.452574,0.350004
0.511633,0.344372
0.471827,0.364418
0.478258,0.333506
0.448179,0.333078
0.437606,0.302718
0.411993,0.295409
0.455332,0.330612
0.476659,0.326508
0.442591,0.318691
0.438895,0.315309
0.490426,0.363879
0.460992,0.319918
0.503767,0.354666
0.488053,0.375509
0.44927,0.342263
0.470736,0.337134
0.462674,0.332539
0.503037,0.326837
0.470216,0.330521
0.469524,0.347865
0.487926,0.360127
0.536854,0.371697
0.50534,0.36311
0.456617,0.339388
0.491928,0.35831
0.438469,0.338905
0.497379,0.360022
0.49456,0.371161
0.505294,0.358891
0.480843,0.364317
0.456159,0.354477
0.436033,0.328158
0.455224,0.342785
0.455128,0.340391
0.497316,0.339436
0.434086,0.319768
0.474096,0.339344
0.511972,0.35816
0.532275,0.359107
0.536928,0.339388
0.540486,0.345606
0.538687,0.379227
0.559386,0.405924
0.541011,0.363137
0.546822,0.385369
0.495235,0.36398
0.518837,0.356687
0.556269,0.390289
0.539999,0.385722
0.523416,0.365971
0.553258,0.360295
0.529997,0.379373
0.554451,0.344865
0.553943,0.348834
0.537805,0.353948
0.532133,0.371779
1,0.29143
0.553577,0.384159
0.568552,0.36783
0.505461,0.371383
0.517884,0.39377
0.541189,0.365328
0.564266,0.412711
0.553185,0.377063
0.493253,0.417854
0.525656,0.386255
0.487644,0.422812
0.478239,0.385503
0.544112,0.385721
0.51648,0.368134
0.484625,0.510903
0.508549,0.401466
0.51689,0.397803
0.536936,0.407993
0.53446,0.390643
0.520143,0.366491
0.524221,0.380698
0.510528,0.414264
0.505521,0.392696
0.509634,0.387958
0.532916,0.427599
0.524611,0.409938
0.519431,0.415348
0.552302,0.397032
0.506369,0.399556
0.486069,0.359368
0.48034,0.376406
0.476397,0.383926
0.488376,0.366592
0.539767,0.41806
0.510966,0.382338
0.504348,0.365611
0.53056,0.376453
0.47041,0.349192
0.463115,0.347212
0.483191,0.360609
0.487341,0.348937
0.488446,0.38411
0.465004,0.359052
0.499738,0.40672
0.482361,0.385785
0.482685,0.363558
0.475832,0.386842
0.46688,0.401793
0.480503,0.358851
0.452552,0.372547
0.494756,0.392675
0.487469,0.34229
0.514849,0.393584
0.492762,0.368123
0.476433,0.383026
0.470239,0.352159
0.503571,0.399045
0.514615,0.393632
0.507984,0.348867
0.552762,0.444465
0.432337,0.329488
0.47922,0.362419
0.430556,0.355321
0.453463,0.439175
0.495435,0.42336
0.461475,0.373206
0.472599,0.437253
0.533667,0.42777
0.462859,0.443508
0.468758,0.449061
0.476595,0.436711
0.537662,0.453105
0.523281,0.44791
0.537066,0.442167
0.546566,0.424785
0.510883,0.411038
0.570188,0.464828
0.541778,0.497238
0.531288,0.45624
0.513405,0.467178
0.557106,0.452917
0.540468,0.437459
0.529213,0.436829
0.527801,0.443634
0.500882,0.395004
0.504321,0.404199
0.496559,0.393609
0.47948,0.383712
0.471159,0.384026
0.491718,0.363782
0.437886,0.371943
0.447051,0.364059
0.447546,0.378731
0.45057,0.373057
0.428654,0.373754
0.420045,0.341579
0.427771,0.3598
0.463743,0.361188
0.490162,0.399038
0.494956,0.391054
0.45071,0.402218
0.425075,0.398641
0.429718,0.366779
0.476012,0.396401
0.463224,0.383514
0.444046,0.355218
0.465423,0.376828
0.450178,0.339328
0.402508,0.333599
0.534387,0.418935
0.532955,0.400035
0.520651,0.384711
0.546223,0.469425
0.744068,0.581688
0.925282,0.58239
0.688008,0.566854
0.667059,0.553259
0.680019,0.554342
1,0.653883
0.71315,0.517869
0.911034,0.647129
0.604311,0.550662
0.973522,0.595135
0.724139,0.634991
0.966331,0.775998
0.630837,0.475686
0.900831,0.601489
0.641443,0.561974
0.634993,0.544497
0.624821,0.545569
1,0.582332
0.926351,0.614599
0.913316,0.662669
0.847499,0.574615
0.735367,0.544127
0.946765,0.693873
0.732249,0.567497
0.968516,0.675178
0.658407,0.587312
0.60495,0.493774
0.827697,0.607539
0.646574,0.491218
0.845079,0.628147
0.974191,0.692587
0.707101,0.517057
0.983747,0.648836
0.658959,0.555199
0.663847,0.567416
0.60533,0.576158
0.631927,0.520092
0.384838,0.519231
0.681568,0.548466
0.66172,0.536411
0.658763,0.537352
0.693873,0.593174
0.686764,0.588338
0.665456,0.558915
0.664699,0.515282
0.665581,0.529227
0.614891,0.529478
0.643446,0.546655
0.622814,0.523377
0.64521,0.532047
0.65922,0.544286
0.622455,0.513438
0.657112,0.521817
0.618325,0.516135
0.658139,0.515328
0.674468,0.563877
0.647999,0.555191
0.624152,0.521216
0.617742,0.526397
0.596778,0.507205
0.628287,0.5153
0.590058,0.522451
0.688491,0.562409
0.655316,0.513495
0.670805,0.526038
0.583661,0.50754
0.664059,0.548288
0.666578,0.516321
0.656169,0.552123
0.681629,0.534733
0.633012,0.554224
0.615165,0.532228
0.653527,0.512454
0.658085,0.506104
0.66093,0.541642
0.636186,0.537614
0.686018,0.523754
0.662388,0.524453
0.684105,0.537711
0.667087,0.534656
0.6418,0.541674
0.644678,0.508853
0.644006,0.543275
0.644239,0.553748
0.628023,0.544615
0.673573,0.591697
0.665054,0.566458
0.666156,0.538052
0.642332,0.506427
0.628125,0.491869
0.633424,0.552499
0.629328,0.521056
0.650716,0.537507
0.599778,0.518362
0.622404,0.51481
0.621622,0.537052
0.650502,0.533386
0.60497,0.51584
0.627418,0.510626
0.672183,0.561944
0.686801,0.54292
0.709016,0.537299
0.649083,0.539074
0.611132,0.506218
0.634076,0.524203
0.599754,0.493802
0.639736,0.535339
0.660242,0.587614
0.633756,0.518135
0.606474,0.503359
0.655008,0.520733
0.645031,0.51995
0.597082,0.488586
0.647375,0.524046
0.64297,0.521079
0.677182,0.561056
0.634126,0.533029
0.596895,0.50865
0.643073,0.534106
0.675149,0.530307
0.639665,0.547313
0.639826,0.528704
0.596608,0.56969
0.601816,0.525094
0.623848,0.553416
0.600347,0.537075
0.609143,0.507186
0.596425,0.571329
0.587706,0.511444
0.530487,0.529608
0.553525,0.542141
0.621968,0.540013
0.640999,0.54465
0.610688,0.547693
0.625895,0.524972
0.590013,0.537449
0.632904,0.533729
0.558583,0.5561
0.610376,0.512853
0.632271,0.50519
0.598836,0.514017
0.599393,0.544262
0.600136,0.476818
0.63894,0.53511
0.592514,0.534194
0.592802,0.52046
0.601226,0.514657
0.634057,0.503349
0.715216,0.573746
0.711815,0.614626
0.636888,0.586555
0.673222,0.607479
0.618493,0.592368
0.604372,0.548542
0.638189,0.549545
0.617814,0.554415
0.583967,0.526984
0.548032,0.521558
0.566068,0.526879
0.559129,0.57943
0.61785,0.633656
0.617473,0.600861
0.625045,0.614676
0.577047,0.585165
0.604326,0.550494
0.598,0.573171
0.598634,0.597194
0.633112,0.622518
0.60739,0.603043
0.576964,0.57928
0.609119,0.621963
0.631511,0.64083
0.627047,0.602304
0.610804,0.602215
0.572488,0.58207
0.591318,0.578116
0.626465,0.574842
0.585888,0.556839
0.593355,0.59089
0.640908,0.633442
0.636831,0.574663
0.628624,0.603684
0.617481,0.556371
0.588633,0.564402
0.63325,0.568188
0.63993,0.615724
0.638025,0.586131
0.584242,0.515427
0.613968,0.556181
0.589962,0.566717
0.608011,0.55979
0.618586,0.536419
0.636491,0.59125
0.63698,0.563502
0.604007,0.561016
0.610353,0.563941
0.627366,0.544025
0.669501,0.581262
0.650384,0.585929
0.680194,0.620257
0.628725,0.573395
0.539999,0.616185
0.608106,0.531296
0.613867,0.637526
0.607255,0.5583
0.592583,0.577684
0.613411,0.552068
0.600945,0.537832
0.593567,0.59824
0.644214,0.567798
0.617174,0.580733
0.628533,0.503743
0.596417,0.521397
0.569318,0.524576
0.552222,0.526236
0.582684,0.512211
0.623482,0.52912
0.641715,0.58945
0.596466,0.550084
0.633505,0.577118
0.571857,0.514042
0.628185,0.602642
0.634186,0.622484
0.605805,0.566035
0.63988,0.611793
0.637119,0.602466
0.658445,0.60705
0.622792,0.626226
0.555954,0.584958
0.609772,0.569273
0.601857,0.548191
0.614198,0.610371
0.641298,0.586663
0.617875,0.562146
0.614409,0.58905
0.630675,0.580631
0.617172,0.541949
0.625166,0.583732
0.604693,0.532878
0.641798,0.528087
0.576904,0.599384
0.579088,0.533263
0.609964,0.60011
0.630923,0.589648
0.577187,0.549204
0.621687,0.600356
0.603711,0.58066
0.571598,0.569853
0.608931,0.587991
0.508994,0.608671
0.626582,0.608751
0.657363,0.612708
0.615103,0.592581
0.612341,0.564376
0.629967,0.577089
0.615896,0.54977
0.612365,0.546244
0.650443,0.53759
0.590369,0.523434
0.637964,0.517392
0.604824,0.519184
0.653325,0.542794
0.651735,0.554784
0.694173,0.556335
0.617094,0.515899
0.667546,0.558803
0.59925,0.619131
0.647378,0.607338
0.683574,0.599311
0.664975,0.574142
0.673948,0.586065
0.625983,0.556731
0.673835,0.607723
0.624686,0.569452
0.643063,0.596504
0.596724,0.574913
0.562391,0.59413
0.587079,0.561776
0.58736,0.602415
0.621228,0.569315
0.626368,0.54385
0.604039,0.566005
0.610388,0.555107
0.646855,0.552803
0.630415,0.511671
0.714737,0.594721
0.625968,0.56106
0.632698,0.558383
0.625768,0.595297
0.603717,0.56492
0.630449,0.558637
0.629394,0.553303
0.589358,0.529889
0.642138,0.584619
0.681213,0.580471
0.660876,0.593655
0.618439,0.558644
0.607629,0.519959
0.639613,0.581622
0.566185,0.543945
0.658654,0.589295
0.717605,0.578993
0.775897,0.514169
0.692173,0.560077
0.690786,0.560311
0.671139,0.522982
0.542656,0.666703
0.584163,0.670249
0.564961,0.722718
0.66487,0.592881
0.729524,0.583354
0.699779,0.552228
0.735281,0.640989
0.756116,0.599162
0.832811,0.72466
0.861463,0.69178
0.803237,0.672928
0.678582,0.599042
0.746595,0.612893
0.662845,0.574331
0.686144,0.531486
0.724603,0.600205
0.755592,0.602059
0.766133,0.598738
0.735899,0.602529
0.751792,0.612155
0.726126,0.57571
0.75676,0.551442
0.689249,0.599514
0.752632,0.558094
0.705047,0.575426
0.677203,0.563097
0.709697,0.551567
0.698917,0.550061
0.681987,0.607517
0.690782,0.563603
0.687571,0.5913
0.7661,0.588157
0.671717,0.56307
0.656701,0.517801
0.697842,0.574872
0.672384,0.572742
0.718564,0.553754
0.734675,0.563117
0.742685,0.637682
0.715081,0.604429
0.672597,0.524593
0.662624,0.523018
0.700989,0.582463
0.711472,0.548592
0.675561,0.57957
0.677187,0.579074
0.656459,0.568689
0.637833,0.496198
0.628921,0.45751
0.655083,0.493521
0.671085,0.502593
0.705073,0.55447
0.688637,0.513053
0.6765,0.514968
0.625136,0.485741
0.62333,0.495678
0.617307,0.484019
0.669001,0.508201
0.590138,0.497174
0.678467,0.478781
0.677983,0.537519
0.582703,0.478501
0.703695,0.596829
0.722317,0.549134
0.694367,0.513225
0.643545,0.560867
0.683823,0.58572
0.672808,0.483571
